company_name,job_description,job_link,job_location,job_posted,job_salary,job_title,posted_website
ASSURANCE,"About Assurance Assurance offers the best online insurance shopping experience; within minutes a customer can have instantly approved life, health, auto, or…",https://www.workopolis.com/jobsearch/viewjob/GV-x34cdtPPYOPcNY_Tt7W75x_deCOjfHTVUCqBcpbJXZsBEh42P5Q?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $92,000 - $120,000 a year",Senior Software Engineer - Agent Tools,www.workopolis.com
Capgemini,"Duration: 5+ months Requirement: 5+ years of total experience in IT Support Must have hands on experience on Desktop Support, Outlook 365 Migration/Support…",https://www.workopolis.com/jobsearch/viewjob/1QDeoghLYQip0oPluMLhavyvoREsDw445qblWNctEG4DuQBBP7Upsg?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $78,000 - $110,000 a year",Senior Desktop Support Engineer,www.workopolis.com
AlignTech,"Join a team that is changing millions of lives. Transforming smiles. Transforming lives. Transforming an industry. At Align Technology, we believe a great…",https://www.workopolis.com/jobsearch/viewjob/kUI_4qQOhRPO67NAjCDWGNzKyGaxPaiiPKXPw_ewdO7YK5HPB5V8JA?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $140,000 - $170,000 a year","Director, Dental Service Organizations",www.workopolis.com
NeuronicWorks,"Job Type: Full time Experience: 5+ years Location Information: 210 Lesmill Road North York, Ontario M3B 2T5, Canada Company Summary At NeuronicWorks, we…",https://www.workopolis.com/jobsearch/viewjob/okMxAaQM9PAhlO5uE_BqlXlGdL9AjU2f-KSeZghS4nZzyV_B-2t7qQ?ak=machine+learning&l=Toronto,"North York, ON",,"Estimated: $78,000 - $110,000 a year",Senior Firmware Designer,www.workopolis.com
Centro,ABOUT US Are you ready to transform an industry? At Centro we are building a comprehensive tech platform that radically increases efficiencies and impact…,https://www.workopolis.com/jobsearch/viewjob/hIrJGcMby4cGOO1ZpAmEHUlTbvtCWcMPuOHkCnvfEI2qqggfZJ3KfQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $92,000 - $120,000 a year",Technical Product Manager,www.workopolis.com
SYNITI,"Syniti, was founded to solve business’ complex data challenges, bringing synergy between data and business, delivering confidence and progress along clients’…",https://www.workopolis.com/jobsearch/viewjob/SUtUqlIgsSury6VGoyXAWgKrGyTyTe8Ma2Hto7HjKai1wCXhaSHRrQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $100,000 - $140,000 a year","Sr. Consultant, SAP",www.workopolis.com
Echobox,You will work closely with our VP Sales to acquire and build successful customer relationships in your region. You will be in charge of building long-term…,https://www.workopolis.com/jobsearch/viewjob/wnwAsJiaa05PdU0Brth3_Il5tG_4cpCRJ_NKNDxaHp7gv7LjhBe8tw?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $67,000 - $91,000 a year",Sales Manager - North America (Toronto),www.workopolis.com
Accenture,"We Are: Applied Intelligence, the people who love using data to tell a story. We’re also the world’s largest team of data scientists, data engineers, and…",https://www.workopolis.com/jobsearch/viewjob/T4gy18M3wmqW1ADwe2w8SJ1KTx_nEecYLOtyym96Pd1q8QORiPO8dQ?ak=machine+learning&l=Toronto,"Toronto, ON",8 days ago,"Estimated: $110,000 - $150,000 a year",Cloud Data Engineering Consultant,www.workopolis.com
OCAD University,"Over a one-year period, the Postdoctoral Fellow will investigate the design and development of malleable software systems that support greater inclusion and…",https://www.workopolis.com/jobsearch/viewjob/qL8KGKv35ssK7QdEAQN-8scI6O4pSjE6f53nnEjqimT9BAf6PouTtg?ak=machine+learning&l=Toronto,"Toronto, ON",,"$55,000 a year","Post-Doctoral Research Fellow, Inclusive Design Research Centre",www.workopolis.com
Fiix,"About Fiix Fiix is on a mission to build better maintenance teams by connecting customers to the tools, resources, and technology they need to join the future…",https://www.workopolis.com/jobsearch/viewjob/IItndnozCnkGec9V6Ah6th6UfCiy5P9ooiTsLJqqm0iZB9K3_lBVFw?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $88,000 - $120,000 a year",Software Developer - Applied AI,www.workopolis.com
Northbay,"NorthBay Solutions, an 8+ Year Award Winning AWS Premier Consulting Partner, is an Global Analytics, DB/App Migration, App Dev and DevOps professional…",https://www.workopolis.com/jobsearch/viewjob/fA_v4WGptGFYTyduaAfslyV6SqWYQVkZn7yFJN4W43_Aje_iwSkEew?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $96,000 - $130,000 a year",Sr. Big Data Engineer,www.workopolis.com
Bluewrist,"Bluewrist Inc. develops and markets industrial automation solutions and products in the areas of robotics and machine vision, including solutions for robot…",https://www.workopolis.com/jobsearch/viewjob/CUZKehT20Y5JearBeOix4SVC4_fh0lUZqS0XYOEjDkPJyAOUNoMCQA?ak=machine+learning&l=Toronto,"Markham, ON",,"Estimated: $60,000 - $84,000 a year",Technical Support,www.workopolis.com
FedEx Express Canada,Company: FedEx Express Canada Job Title: Senior Analyst (Quality Process Improvement) Job Requisition Number: RC301990 Job Family: FXE-CAN: Quality Specialist …,https://www.workopolis.com/jobsearch/viewjob/pwlDiI502myDo8lF-hjNlJCx280i1jGWj7gdbXvweKAiAgpBCdGZ-w?ak=machine+learning&l=Toronto,"Mississauga, ON",Today,"Estimated: $68,000 - $93,000 a year",Senior Analyst (Quality Process Improvement),www.workopolis.com
Paytm,"About Paytm Labs: At Paytm Labs, we’re on a mission to provide useful technological solutions that enrich and empower millions of people in their daily lives.…",https://www.workopolis.com/jobsearch/viewjob/C09kGHnURB5qO-1hZY0eEl0DQ9lCLO_eRU6eb6LnfST-5sge1T27ig?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $78,000 - $110,000 a year",Product Manager,www.workopolis.com
KPI Digital,Job Type Full-time Location Ontario (Toronto) & Quebec (Montreal) Availability Immediate Remuneration Base Salary + Commission & Benefits Essence of…,https://www.workopolis.com/jobsearch/viewjob/JDIiFBU1s7-UqNY6ePlvs05qvqWptxjY1ke9HPhN0AtAJsQ5JUlvOg?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $72,000 - $94,000 a year",BUSINESS DEVELOPMENT REPRESENTATIVE,www.workopolis.com
Cadence Design Systems,"At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. You will be a member of an expert R&D team…",https://www.workopolis.com/jobsearch/viewjob/i0s5Jj6oPe0pDFalabg7mTjf-U4gwk0KkvhpMiUcKJcZ4c47c1XM-w?ak=machine+learning&l=Toronto,"Burlington, ON",,"Estimated: $50,000 - $73,000 a year",Software Intern,www.workopolis.com
Wave,Wave propels brave entrepreneurs who pursue their dreams and drive the world’s economy by providing the tools and support they need to easily understand and…,https://www.workopolis.com/jobsearch/viewjob/I6MIqLfm-nvKDm3cfZGMOXj8jRIfllXCTPZqDskKQcrYhfKS-Ik3fA?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $56,000 - $76,000 a year",Engineering Team Lead,www.workopolis.com
Compass Digital Labs,"Hey there! Just in case you were wondering, this role will be remote for the remainder of 2020 and we will revisit the possibility of working back in our HQ…",https://www.workopolis.com/jobsearch/viewjob/I0gGkz6d2k_Z7MTXG7zH7VPB-YiWC8tsiVzAI-VG3FJLMEpYfrMu6w?ak=machine+learning&l=Toronto,"Mississauga, ON",,"Estimated: $56,000 - $73,000 a year",Data Scientist (Decision Science),www.workopolis.com
Overbond,About Us We’re a leading financial technology company in the institutional debt capital markets - the largest capital market globally and the lifeline of…,https://www.workopolis.com/jobsearch/viewjob/0wQ_jks8zqzXTWOwlN99RxckSVVbqPN7_GwfVDcN0h5QKuRl9vgrcQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $96,000 - $130,000 a year",Engineering Manager,www.workopolis.com
Roboeye,You will Translating business requirements into systems and application designs that will achieve customers’ business objectives Designing and building…,https://www.workopolis.com/jobsearch/viewjob/n21MIQLU4VK9O3Y1rDaEp4REnHnl0TnAktecASCcy7sitngjNkPqHg?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $99,000 - $140,000 a year",Senior Software Architect,www.workopolis.com
StickerYou,"About StickerYou StickerYou is a global e-commerce leader in custom-printed, die-cut products that empower businesses and consumers to create professional…",https://www.workopolis.com/jobsearch/viewjob/xpcersTxIv43AHN1LbLkOoPUXQ_grDOhHDljoUmBYU0cDhI5riU1FQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $56,000 - $75,000 a year",Print Controller,www.workopolis.com
Ontario Institute for Cancer Research,The Ontario Institute for Cancer Research (OICR) is seeking a Principal Investigator (PI) in Computational Biology to undertake world-class computational…,https://www.workopolis.com/jobsearch/viewjob/vbSvOgx1Vsoh1BE9oI_IL-7aKk8uZcIv0WVAU_S3a1EE9VZ1Yv5_lg?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $79,000 - $110,000 a year",Principal Investigator,www.workopolis.com
HELPWEAR,"A viable candidate will contribute to development, reiteration and testing the HeartWatch System closely with the engineering team. This includes comparison…",https://www.workopolis.com/jobsearch/viewjob/z744VXfFVuZF8ykNihoRyvG61gKd7qiAsYwRyqTedc9BvM-sXcOsAw?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $65,000 - $94,000 a year",Electrical Engineer,www.workopolis.com
Capgemini,"Responsibilities: • Resolve day in day out production incidents, tickets, issues • Ability to track incidents/issues/tickets • Generate weekly/Monthly…",https://www.workopolis.com/jobsearch/viewjob/ADRSfi-UnEWt9VfipTYka4i5wK-g1IBWj_v1BKGCbeExYfyNQ8iNjg?ak=machine+learning&l=Toronto,"Brampton, ON",,"Estimated: $56,000 - $77,000 a year",Desktop Analyst,www.workopolis.com
BenchSci,BenchSci's vision is to bring medicine to patients 50% faster by 2025. We're doing this by empowering scientists with the world’s most advanced biomedical…,https://www.workopolis.com/jobsearch/viewjob/3nnKpIez7J13IPJdnJyrSHz3EKk0u70fKIasYUXm6wp3fdn_u6li2g?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $75,000 - $110,000 a year",Staff Engineer - Data,www.workopolis.com
Toronto East Health Network,"Overview Michael Garron Hospital (MGH) is an award-winning hospital and one of Toronto's best-kept secrets. As Ontario's leading community teaching hospital,…",https://www.workopolis.com/jobsearch/viewjob/SV7v3gLwB8SQiQwXQGYLH3qbBQb7f61TRGBMOPQsw0LuDGoH3O9IQw?ak=machine+learning&l=Toronto,"York, ON",,"Estimated: $61,000 - $84,000 a year",Anaesthesia Assistant (IPP),www.workopolis.com
DB Best Technologies,DB Best is looking for an experienced Data Architect who has both broad and deep knowledge of the database worlds and the Azure Data Platform to join a team…,https://www.workopolis.com/jobsearch/viewjob/X8hN3mo3GKUcRJ5Tgm10EUNYbDSCjTuIXkZxiMVfeB-FWhxPWaK6hg?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $96,000 - $140,000 a year",Solution Architect – Azure Data Platform,www.workopolis.com
Toronto Hydro,"WORK ILLUSTRATION: Reporting to the Supervisor, Engineering, the Investment Planning Analyst will provide a wide range of engineering support services that…",https://www.workopolis.com/jobsearch/viewjob/wgz4zAVg2PciJ7DckNRSMcBXcqps4sZvRTwCHO-Vx75h1sWB-1n_iw?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $71,000 - $95,000 a year","Contract, Investment Planning Analyst",www.workopolis.com
Credit Sesame,"Credit Sesame is a fast growing FinTech company, a pioneer and the leader in personal credit management with a disruptive vision for personal finance through…",https://www.workopolis.com/jobsearch/viewjob/874uSEd95kuc7r59-qX3JvXM63yh6Lbf0KTK9-ythDfKnDulKh8gFA?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $89,000 - $120,000 a year",Senior iOS Engineer,www.workopolis.com
Capgemini,Job Description: 3-6 years -Expertise on Spark Scala. - Ability to develop ETL jobs to implement business logic using Scala (Spark Framework) -Conversant…,https://www.workopolis.com/jobsearch/viewjob/urT1r091MQjUOahBp_JD5XHeUDRdYLKPNDPAsbvrOuuQWHonBQuC-A?ak=machine+learning&l=Toronto,"Brampton, ON",,"Estimated: $70,000 - $92,000 a year",Data Engineer,www.workopolis.com
Glu Mobile,"As the Director of Product Management, you will be leading one of the most successful mobile games of all time, Kim Kardashian Hollywood! This is an exciting…",https://www.workopolis.com/jobsearch/viewjob/1kTqWITeH0CSJd3aATubDxI_9tetRkoPQqUm8xUcRY7rRZq4EWbYSg?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $100,000 - $140,000 a year","Director, Product Management - Kim Kardashian Hollywood",www.workopolis.com
Xero,"Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive. At Xero, our purpose is…",https://www.workopolis.com/jobsearch/viewjob/bqplU-CYvO5qWibZ8Zl09KHNiZa7AJoL5AaJt_7rGp-JwOqw95g31Q?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $92,000 - $130,000 a year",Lead Portfolio Architect (Data),www.workopolis.com
Bora Pharmaceutical Services,"This is a Full Time, Permanent position. Job Summary: Support and promote the highest levels of Environment, Health and Safety (EHS) performance consistent…",https://www.workopolis.com/jobsearch/viewjob/FOFUuH2d32w9kZefTwEDAfjinHFs2UxR3MrrNC95SEtoG9G3JtD9ng?ak=machine+learning&l=Toronto,"Mississauga, ON",,"Estimated: $58,000 - $77,000 a year",EHS Advisor,www.workopolis.com
Geotab,Who we are: Geotab is a global leader in IoT and connected transportation and certified “Great Place to Work.” We are a company of diverse and talented…,https://www.workopolis.com/jobsearch/viewjob/8AvTpH3csx7NEx_xBQJPP-NrwE1BnQvW-TzJrNjG9PIPBbNp6vxfIw?ak=machine+learning&l=Toronto,"Oakville, ON",,"Estimated: $64,000 - $81,000 a year","Data Scientist, Video Analytics",www.workopolis.com
"HD Supply Canada, Inc.",Company Overview: About HD Supply: HD Supply (www.hdsupply.com) is one of the largest industrial distributors in North America. The company provides a broad…,https://www.workopolis.com/jobsearch/viewjob/IhaRdvc20xuJbUZIb0EQopLME9vIvf7a1-SekeiscidDrMmVU-sFFw?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $44,000 - $60,000 a year",Warehouse Associate I,www.workopolis.com
Paytm,"About Paytm Labs: At Paytm Labs, we’re on a mission to provide useful technological solutions that enrich and empower millions of people in their daily lives.…",https://www.workopolis.com/jobsearch/viewjob/uV1EZlL0Y1elCU2T9iQqNhw6XMKjuug7ZlEpbHPFzXMct5wnxgCzgQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $80,000 - $110,000 a year",Cyber Security Team Lead,www.workopolis.com
Ideal - Partner,Ideal is an exciting technology company in Toronto that developers A.I for HR and recruiting generating massive efficiencies for our customers. We use machine…,https://www.workopolis.com/jobsearch/viewjob/6tWZ7F6Jz-gcx6-6HrKGheezSv9jei48KM9ux9nHfsso_UCK7gBISg?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $61,000 - $77,000 a year",Customer Success Manager,www.workopolis.com
Credit Sesame,"Credit Sesame is a fast growing FinTech company, a pioneer and the leader in personal credit management with a disruptive vision for personal finance through…",https://www.workopolis.com/jobsearch/viewjob/xFpibvu2WAtLlsQdiPWGn9H08_Aq-IyeWDlaDYpnM-IdECo68F2yyQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $97,000 - $130,000 a year","Senior Software Engineer, Backend",www.workopolis.com
The Little Campus,"The Company At The Little Campus, we know that little ones need a lot of TLC. That’s why our curriculum is loaded with tender loving care. The Little Campus…",https://www.workopolis.com/jobsearch/viewjob/zX5K0D4AH3dNi578UNIpUwqM1XW3A_Py9xJmYxnyoGQNCBjYsyqMmQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $36,000 - $49,000 a year",Custodian,www.workopolis.com
[24]7.ai,"Job Title: Conversational Designer Location: Toronto ON As a Conversational Designer, you will research, design, and deliver best in class multi-modal…",https://www.workopolis.com/jobsearch/viewjob/uQxrW6bccJUwrgOFJMLgEanMNxWqqP4ANXLblTK4HTOmZVKeKIVnyw?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $63,000 - $89,000 a year",Conversational Designer,www.workopolis.com
Paytm,"About Paytm Labs: At Paytm Labs, we’re on a mission to provide useful technological solutions that enrich and empower millions of people in their daily lives.…",https://www.workopolis.com/jobsearch/viewjob/Ki4pPU-B7Ou0bBncZFWs6tL2_HfZ4MWUfwVaAVnLHMbWEIuyxMbBrQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $82,000 - $110,000 a year",Software Engineer - Java,www.workopolis.com
Equifax,"Equifax is seeking a Technical Cloud Applications Architect with hands-on GCP experience to join our team in Toronto, CA. Equifax is located Uptown, seconds…",https://www.workopolis.com/jobsearch/viewjob/vo2KMAz8SlXtLEPaVIcJ54k_yll5nkLQJEB875IuEoK4hQsvGQmgTA?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $89,000 - $120,000 a year",Technical Cloud Applications Architect,www.workopolis.com
Geotab,Who we are: Geotab is a global leader in IoT and connected transportation and certified “Great Place to Work.” We are a company of diverse and talented…,https://www.workopolis.com/jobsearch/viewjob/7GZsS4XO6_6-9XNbOzD9ky2Q00mZSptdgeTz1iavqafK13Hy0OzK1A?ak=machine+learning&l=Toronto,"Oakville, ON",10 days ago,"Estimated: $69,000 - $89,000 a year",Test Automation Specialist,www.workopolis.com
Revolut,"ABOUT THE ROLE As a Senior AML Manager, you will be expected to utilize your Anti-Money Laundering (AML) and Counter-Terrorist Financing (CTF) knowledge and…",https://www.workopolis.com/jobsearch/viewjob/UNt1O-C10LsqwdJp5EiSExhb7oKnuLgCNaLpxV8MiNjWUfplLBDqHg?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $93,000 - $120,000 a year",Senior AML Manager,www.workopolis.com
University Health Network,Job Posting #867542 Tier 2 Canada Research Chair in Computational Cancer Biology (2 positions) The Princess Margaret Cancer Centre at the University Health…,https://www.workopolis.com/jobsearch/viewjob/d-rtFLbp9uh5p2ymyPSXBNYNsLltP7kDdWIegBXAnFVWgkMjq9qCVg?ak=machine+learning&l=Toronto,"Toronto, ON",3 days ago,"Estimated: $76,000 - $97,000 a year",Tier 2 Canada Research Chair - PMRI (2 positions),www.workopolis.com
Bluewrist,"Bluewrist Inc. develops and markets industrial automation solutions and products in the areas of robotics and machine vision, including solutions for robot…",https://www.workopolis.com/jobsearch/viewjob/o9FBQh3d54bUWVH1p4yYxJAs_6sQiECrpL97GWuIc5wYBF_IhdM0mA?ak=machine+learning&l=Toronto,"Markham, ON",,"Estimated: $38,000 - $55,000 a year",IT Specialist,www.workopolis.com
National Research Council Canada,"Help bring research to life and drive your career forward with the National Research Council of Canada (NRC), Canada's largest research and technology…",https://www.workopolis.com/jobsearch/viewjob/-kQI12gMLAF9Fth81EB0GUM-q15jVMrUYR-gaY1baKpLTrcOrTpDOg?ak=machine+learning&l=Toronto,"Toronto, ON",,"$56,000 - $160,000 a year",Industrial Technology Advisor,www.workopolis.com
Avanade,"Data Engineer Do you love making sure that information is accessible and easy to use? So do we. You are a data designer who knows how to find, store, and…",https://www.workopolis.com/jobsearch/viewjob/YY_u8epjYKpYtndOB73-rvPK7RBsGxBbT2okKocKDNymAVEkP_UhDw?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $76,000 - $98,000 a year","Consultant, Data Engineer - Toronto",www.workopolis.com
Accenture,"Applied Intelligence, the people who love using data to tell a story. We’re also the world’s largest team of data scientists, data engineers, and experts in…",https://www.workopolis.com/jobsearch/viewjob/sOTD-zn8nPS5xcUGpmxcFPflDjL8URD_ojTRCaKRZzCYIHrACf-mbw?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $89,000 - $120,000 a year",Azure Data Engineering Manager,www.workopolis.com
Accenture,"Cloud Data Consulting Delivery Lead Location: Toronto, Montreal, Ottawa WE ARE Applied Intelligence, the people who love using data to tell a story. We’re…",https://www.workopolis.com/jobsearch/viewjob/XTIrFXCAmTLZNFs5meEVR5PMpFlgJ0V2P26Wv10vgwa-FGYiONlJQw?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $96,000 - $130,000 a year",Cloud Data Consulting Delivery Lead,www.workopolis.com
Bluewrist,"Bluewrist Inc. develops and markets industrial automation products in the areas of robotics and machine vision, including solutions for robot guidance, bin…",https://www.workopolis.com/jobsearch/viewjob/pWINeYfZ8fLdcLTs7ymXUkvTICJuqfu2gg67paNoDGXmtvBzmxFd-A?ak=machine+learning&l=Toronto,"Markham, ON",,"Estimated: $70,000 - $91,000 a year",Computer Vision Software Engineer,www.workopolis.com
Pariveda Solutions,"Overview Pariveda Solutions has expanded to Toronto. We are seeking a Principal to join our growing Management Team. As a member of the Management Team, you…",https://www.workopolis.com/jobsearch/viewjob/86PJM4oUegBCLFi0-3g--oxc6Ex4_nTSEt5D-T35XFkDfu_6zUnYjQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $76,000 - $100,000 a year","Solutions Architect, Consulting",www.workopolis.com
SickKids,FTE 1.00 Hours of Work 35.00 Dept/Program Name AI Initiative Contract Length Date Posted 2020-11-18 Deadline to Apply 2020-12-03 Target Openings…,https://www.workopolis.com/jobsearch/viewjob/MRIiKvSnpX72lqTOu9juWIpnLnrXjG1xN5GV-spQLI44TBx-CZXcKg?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $82,000 - $110,000 a year",Systems Engineer- Artificial Intelligence in Medicine for Kids,www.workopolis.com
Autodesk,Job Requisition ID # 20WD43985 Position Overview This is a career defining opportunity to work on a transformational program at Autodesk. The Product…,https://www.workopolis.com/jobsearch/viewjob/2TYMS-ZiIlQ-q89Nuec7yWUy36O71GLxRi4PB8fh-bhGHLsWdXCzgA?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $80,000 - $120,000 a year",Technical Product Owner / Scrum Master - Data Analytics,www.workopolis.com
Bill Gosling Outsourcing,Bill Gosling Outsourcing is committed to the career development of our people. If you are interested in joining a company with modern facilities and a team…,https://www.workopolis.com/jobsearch/viewjob/Pvg1e7wMdRivCGjXx39m2O9EujWaiOyofiXrZLpSvHV6s34XWA8N3w?ak=machine+learning&l=Toronto,"Newmarket, ON",3 days ago,"Estimated: $120,000 - $160,000 a year",Director of Analytics,www.workopolis.com
SOTI Inc.,"SOTI is committed to providing its employees with endless possibilities; learning new things, working with the latest technologies and making a difference in…",https://www.workopolis.com/jobsearch/viewjob/wnSFfESEaSuEiUYm3eBh9l5ZoRhLnt2BSpOikgMWs1LDrqQoCjrPwQ?ak=machine+learning&l=Toronto,"Mississauga, ON",,"Estimated: $95,000 - $130,000 a year",AI Architect,www.workopolis.com
Bluewrist,"Bluewrist Inc. develops and markets industrial automation solutions and products in the areas of robotics and machine vision, including solutions for robot…",https://www.workopolis.com/jobsearch/viewjob/VUIXrZBbtgal2FNV5QrgpQWGvE1wx-enO-21PAUYh7scOarNxIRIzg?ak=machine+learning&l=Toronto,"Markham, ON",,"Estimated: $57,000 - $79,000 a year",Automation Technician,www.workopolis.com
Geotab,Who we are: Geotab is a global leader in IoT and connected transportation and certified “Great Place to Work.” We are a company of diverse and talented…,https://www.workopolis.com/jobsearch/viewjob/g8uvVy9HgBQlmW7E3iFQkWf3ZeApcd-nZZJEVizv2u5rTDPaJv1P8g?ak=machine+learning&l=Toronto,"Oakville, ON",,"Estimated: $98,000 - $120,000 a year","Kubernetes Architect, DevOps",www.workopolis.com
Loblaw Companies Limited,"Lieu: 1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5 C’est toute une décision que de se joindre à une entreprise. Nous offrons des perspectives d…",https://www.workopolis.com/jobsearch/viewjob/8yRwLilMNWB7M6SyrXkpN6oOowMSTUEYPv6xfFsCesUSknh8xyBvGw?ak=machine+learning&l=Toronto,"Brampton, ON",8 days ago,"Estimated: $95,000 - $130,000 a year","Director, Data Science",www.workopolis.com
Prodigy Game,"Prodigy Education connects students, parents, teachers and school districts with resources that promote a lifelong love of learning. Anyone with an internet…",https://www.workopolis.com/jobsearch/viewjob/x25HEPcN5AflcLWRjGj1yDd7crhRLBuzjPMSG8PJzWZgaBt-4KWglA?ak=machine+learning&l=Toronto,"Oakville, ON",,"Estimated: $53,000 - $66,000 a year","Data Scientist, Game",www.workopolis.com
MBC IT Services,"Role Description We are looking for a bright, passionate and motivated professional Service Desk Technician. This role requires someone with an ambitious…",https://www.workopolis.com/jobsearch/viewjob/G0vsUf6u0uRjzm24peKmVnTrRq47qLlxp_OOtF6psug3e2GMtGBFmA?ak=machine+learning&l=Toronto,"Richmond Hill, ON",,"Estimated: $43,000 - $56,000 a year",Service Desk Technician – Level 1,www.workopolis.com
Pariveda Solutions,"Overview Pariveda Solutions has expanded to Toronto. We are seeking a Manager to join our growing Management Team. As a member of the Management Team, you…",https://www.workopolis.com/jobsearch/viewjob/6wLheSpMT8Uc1kr8HsCH6rdUzNEFYLkYIsBXlxjKI_iUkw50eL_HGQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $92,000 - $120,000 a year","Manager, Consulting",www.workopolis.com
Amcor,"Amcor Rigid Packaging Palletizer Brampton, ON Position Overview: Performs a variety of duties necessary to prepare containers for warehousing and shipment…",https://www.workopolis.com/jobsearch/viewjob/eBb8V6KL095j16093myeloMUNKpxHe7lsPWFC_xIj-ntFjPsQ_JziA?ak=machine+learning&l=Toronto,"Brampton, ON",,,Palletizer,www.workopolis.com
Bluewrist,"Bluewrist Inc. develops and markets industrial automation solutions and products in the areas of robotics and machine vision, including solutions for robot…",https://www.workopolis.com/jobsearch/viewjob/sFWn5hmJ9__RMHFjuihF4cuGvhYn0RnIbiVeyPaVq6L05xqbJqRAvw?ak=machine+learning&l=Toronto,"Markham, ON",,"Estimated: $62,000 - $80,000 a year",Application Engineer,www.workopolis.com
Paytm,"About Paytm Labs: At Paytm Labs, we’re on a mission to provide useful technological solutions that enrich and empower millions of people in their daily lives.…",https://www.workopolis.com/jobsearch/viewjob/7ggf9jx-Q6qXyY26GRHNtZ_F3dr5Sxk3ovLp79jruUJEwNomhCEVow?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $74,000 - $100,000 a year",Senior Web Architect,www.workopolis.com
Rogers Communications,"At Rogers, we connect Canadians to a world of possibilities and the memorable moments that matter most in their lives. Every day we wake up with one purpose…",https://www.workopolis.com/jobsearch/viewjob/3Tzeji2cJT0HAuhniQ-YW28__sYuUhy6TRl7JvagJJjRBPs4J-GBKA?ak=machine+learning&l=Toronto,"Brampton, ON",,"Estimated: $96,000 - $130,000 a year",Data Application Developer,www.workopolis.com
Street Contxt,"As our Security Architect at Street Contxt, you will take ownership of the organization's information security strategy. Our flagship product, Edge, is…",https://www.workopolis.com/jobsearch/viewjob/j-5LrA-KZkkgODM6MicdSXsRDXrdyAr9zUA7ca6KVAabKaSVTFY1xQ?ak=machine+learning&l=Toronto,"Toronto, ON",,"Estimated: $80,000 - $110,000 a year",Security Architect,www.workopolis.com
Geotab,Who we are: Geotab is a global leader in IoT and connected transportation and certified “Great Place to Work.” We are a company of diverse and talented…,https://www.workopolis.com/jobsearch/viewjob/TICkm5yMKnX1skvmkwGFgdbg4Hxn6bYbI9eCLcL0rkT-x508mNXPsA?ak=machine+learning&l=Toronto,"Oakville, ON",,"Estimated: $64,000 - $86,000 a year",IT Service Technician,www.workopolis.com
